Id	Name	NotIdentifiedName 	Notes
135	알바르 장화	장화	"알바르 엘프들이 만든 이 부츠는 내부에 시에르탈 합금 밴드로 보강되어 있습니다. 밑창은 일반 부츠보다 부드러워 발걸음 소리가 조용합니다."
136	드래곤 장화	장화	"드래곤 사냥꾼에게는 매우 견고한 보호 장비가 필요하며, 그들의 부츠도 예외는 아닙니다. 이 부츠는 에루딘 합금으로 만들어졌고, 안쪽에는 와이번 가죽이 덧대어져 있습니다."
137	청동 반지	반지	가치가 거의 없는 단순한 장식품일 뿐이다.
138	금 반지	반지	약간의 재산을 편리하게 휴대하기 위한 수단으로, 다소 성의 없는 솜씨로 만들어진 부드러운 금반지.
139	진주 반지	반지	질 좋은 진주가 세팅된 은반지.
140	보석 반지	반지	이 금반지는 다양한 작은 보석으로 장식되어 있어 다채로운 색감으로 반짝입니다.
141	자수정 반지	반지	자수정 세 개가 세팅된 반지입니다. 가장 큰 자수정은 훌륭한 품질을 자랑하며, 풍부하고 균일한 보라색을 띠고 완벽한 커팅을 보여줍니다.
142	강령술 반지	반지	"이 반지는 준보석인 은으로 만들어졌지만, 중간 정도의 위력을 가진 마법을 담기에 적합하기 때문에 매우 귀중한 가치를 지닙니다."
143	루비 반지	반지	"이 심플하면서도 우아한 반지는 최고급 품질의 타원형 루비 한 개가 세팅되어 있습니다. 비둘기 피처럼 붉은색을 띠는 이 루비는 완벽하게 커팅되었으며 흠집이 전혀 없습니다."
144	뱀파이어의 반지	반지	"오직 막강한 힘을 지닌 고대 뱀파이어만이 착용할 수 있는 이 반지는, 그들의 생명력 일부가 반지 제작에 담겨 있다고 전해집니다. 이는 이 반지가 강력한 마법을 깃들 수 있는 이유를 충분히 설명해 줍니다."
145	선 오팔 반지	반지	선 오팔은 은은한 내부광을 발산합니다. 극히 희귀하며 원소 마법사들이 탐내는 보석입니다.
146	초점 반지	반지	"이 백금 반지의 ""보석""은 사실 차원 간 이동 통로로, 다른 차원에서 힘을 끌어옵니다. 이러한 반지가 담을 수 있는 마법의 강도는 마법 부여자의 기술과 지식에 따라 결정됩니다."
147	황동 부적	부적	도장을 찍어 만들고 칠을 입힌 이 장식품들은 순례자들에게 기념품으로 팔리는 저렴한 장신구입니다.
148	옥 부적	부적	큼지막하게 다듬어진 옥돌이 이 소박한 부적을 장식하고 가치를 더해줍니다.
149	피의 부적	부적	"강령술사들이 흑마법을 담기 위해 만들었지만, 다른 마법사들도 그 가치를 인정하여 다른 용도로 사용하기 시작했습니다."
150	그림자 교단의 메달	부적	"백금과 황금으로 만들어지고 옥이 박혀 있으며 감람석이 박힌 이 부적은 비밀 결사인 그림자 종파의 구성원들이 옷 속에 숨겨 착용합니다."
151	로커스 부적	부적	"장인 기술의 정점인 이 부적은 백금으로 제작되고 완벽한 사파이어가 박혀 있으며, 상상조차 할 수 없을 만큼 강력한 마법을 담고 있습니다."
152	마녀의 화염 마법봉	마법봉	"이 지팡이의 원시적인 재료에는 어둠의 영적 에너지가 깃들어 있습니다. 이 지팡이를 사용하려면 마치 무기를 장착하듯이 장착해야 합니다."
153	마녀의 전기 불꽃 마법봉	마법봉	"이 지팡이의 원시적인 재료에는 어둠의 영적 에너지가 깃들어 있습니다. 이 지팡이를 사용하려면 마치 무기를 장착하듯이 장착해야 합니다."
154	마녀의 독 마법봉	마법봉	"이 지팡이의 원시적인 재료에는 어둠의 영적 에너지가 깃들어 있습니다. 이 지팡이를 사용하려면 마치 무기를 장착하듯이 장착해야 합니다."
155	마녀의 기절 마법봉	마법봉	"이 지팡이의 원시적인 재료에는 어둠의 영적 에너지가 깃들어 있습니다. 이 지팡이를 사용하려면 마치 무기를 장착하듯이 장착해야 합니다."
156	마녀의 고통 마법봉	마법봉	"이 지팡이의 원시적인 재료에는 어둠의 영적 에너지가 깃들어 있습니다. 이 지팡이를 사용하려면 마치 무기를 장착하듯이 장착해야 합니다."
157	주술사의 빛 마법봉	마법봉	"이 지팡이 꼭대기에 있는 고그 해골 안에서 무언가가 불길하게 덜그럭거린다. 오우거 마법사의 마법으로 만들어진 이 지팡이를 사용하려면 무기처럼 장착해야 한다."
158	주술사의 얼음 마법봉	마법봉	"이 지팡이 꼭대기에 있는 고그 해골 안에서 무언가가 불길하게 덜그럭거린다. 오우거 마법사의 마법으로 만들어진 이 지팡이를 사용하려면 무기처럼 장착해야 한다."
159	주술사의 채찍 마법봉	마법봉	"이 지팡이 꼭대기에 있는 고그 해골 안에서 무언가가 불길하게 덜그럭거린다. 오우거 마법사의 마법으로 만들어진 이 지팡이를 사용하려면 무기처럼 장착해야 한다."
160	주술사의 정신 마법봉	마법봉	"이 지팡이 꼭대기에 있는 고그 해골 안에서 무언가가 불길하게 덜그럭거린다. 오우거 마법사의 마법으로 만들어진 이 지팡이를 사용하려면 무기처럼 장착해야 한다."
161	주술사의 벌떼 마법봉	마법봉	"이 지팡이 꼭대기에 있는 고그 해골 안에서 무언가가 불길하게 덜그럭거린다. 오우거 마법사의 마법으로 만들어진 이 지팡이를 사용하려면 무기처럼 장착해야 한다."
162	마법사의 화염구 마법봉	마법봉	"매끄럽게 광택 처리된 가시나무 껍질에 백금선을 감싼 지팡이. 사용하려면 무기처럼 장착해야 한다."
163	마법사의 산성 마법봉	마법봉	"매끄럽게 광택 처리된 가시나무 껍질에 백금선을 감싼 지팡이. 사용하려면 무기처럼 장착해야 한다."
164	마법사의 번개 마법봉	마법봉	"매끄럽게 광택 처리된 가시나무 껍질에 백금선을 감싼 지팡이. 사용하려면 무기처럼 장착해야 한다."
165	마법사의 칼날 마법봉	마법봉	"매끄럽게 광택 처리된 가시나무 껍질에 백금선을 감싼 지팡이. 사용하려면 무기처럼 장착해야 한다."
166	마법사의 광폭화 마법봉	마법봉	"매끄럽게 광택 처리된 가시나무 껍질에 백금선을 감싼 지팡이. 사용하려면 무기처럼 장착해야 한다."
167	뱀 폭발 마법봉	마법봉	"세 마리 뱀의 몸을 엮어 만든 이 지팡이는 마치 느린 심장 박동처럼 맥동합니다. 사용하려면 무기처럼 장착해야 합니다."
168	뱀 주먹 마법봉	마법봉	"세 마리 뱀의 몸을 엮어 만든 이 지팡이는 마치 느린 심장 박동처럼 맥동합니다. 사용하려면 무기처럼 장착해야 합니다."
169	뱀 바위 마법봉	마법봉	"세 마리 뱀의 몸을 엮어 만든 이 지팡이는 마치 느린 심장 박동처럼 맥동합니다. 사용하려면 무기처럼 장착해야 합니다."
170	뱀 마비 마법봉	마법봉	"세 마리 뱀의 몸을 엮어 만든 이 지팡이는 마치 느린 심장 박동처럼 맥동합니다. 사용하려면 무기처럼 장착해야 합니다."
171	뱀 구름 마법봉	마법봉	"세 마리 뱀의 몸을 엮어 만든 이 지팡이는 마치 느린 심장 박동처럼 맥동합니다. 사용하려면 무기처럼 장착해야 합니다."
172	사령 내파 마법봉	마법봉	"금으로 장식된 루비가 박힌 유니콘 뿔과 조각된 해골 장식이 얹힌 이 지팡이는 오직 네크로맨서 길드만이 만들 수 있는 것이다. 사용하려면 무기처럼 장착해야 한다."
173	사령 왜곡 마법봉	마법봉	"금으로 장식된 루비가 박힌 유니콘 뿔과 조각된 해골 장식이 얹힌 이 지팡이는 오직 네크로맨서 길드만이 만들 수 있는 것이다. 사용하려면 무기처럼 장착해야 한다."
174	사령 금속 파편 마법봉	마법봉	"금으로 장식된 루비가 박힌 유니콘 뿔과 조각된 해골 장식이 얹힌 이 지팡이는 오직 네크로맨서 길드만이 만들 수 있는 것이다. 사용하려면 무기처럼 장착해야 한다."
175	사령 축소 마법봉	마법봉	"금으로 장식된 루비가 박힌 유니콘 뿔과 조각된 해골 장식이 얹힌 이 지팡이는 오직 네크로맨서 길드만이 만들 수 있는 것이다. 사용하려면 무기처럼 장착해야 한다."
176	사령 소각 마법봉	마법봉	"금으로 장식된 루비가 박힌 유니콘 뿔과 조각된 해골 장식이 얹힌 이 지팡이는 오직 네크로맨서 길드만이 만들 수 있는 것이다. 사용하려면 무기처럼 장착해야 한다."
177	지르콘	보석	깔끔한 오각형으로 커팅된 자다메산 노란색 지르콘입니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아버리는 게 나을지도 모르겠네요.
178	아이올라이트	보석	장밋빛 광택이 은은하게 도는 자다메 아이올라이트입니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아도 괜찮을 것 같습니다.
179	황수정	보석	꿀처럼 달콤한 오렌지색의 자다메산 시트린입니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아버리는 게 나을지도 모릅니다.
180	호박	보석	"정제되어 깔끔하게 손질된 자다메 호박입니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아도 괜찮을 겁니다."
181	자수정	보석	자다메산 자수정을 끊임없이 반짝이는 모양으로 커팅했습니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아버리는 게 나을지도 모릅니다.
182	황옥	보석	정교한 커팅이 돋보이는 자다메 토파즈입니다. 보석으로서의 품질은 좋지만, 마법적인 효능은 없으니 팔아도 괜찮을 것 같습니다.
183	에메랄드	보석	자다메산 플랫컷 에메랄드입니다. 보석으로서의 품질은 좋지만, 마법적인 효능은 없으니 팔아버리는 게 나을지도 모릅니다.
184	사파이어	보석	자다메산 달걀 모양 사파이어입니다. 보석으로서의 품질은 좋지만, 마법적인 효능은 없으니 팔아버리는 게 나을지도 몰라요.
185	루비	보석	"프리즘 모양으로 커팅된 자다메 루비입니다. 보석으로서의 품질은 좋지만, 마법적인 효능은 없으니 팔아버리는 게 나을지도 모릅니다."
186	다이아몬드	보석	완벽하게 다면체로 커팅된 자다메 다이아몬드입니다. 보석으로서의 품질은 좋지만 마법적인 효능은 없으니 팔아버리는 게 나을지도 모릅니다.
187	금화	금화	금
188	금화	금화	금
189	금화	금화	금
190	차원문	두루마리	"주문서입니다. 이 주문을 시전하려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
191	_misc191	0	
192	_misc192	0	
193	_misc193	0	
194	_misc194	0	
195	_misc195	0	
196	_misc196	0	
197	금화	금화	금
198	금화	금화	금
199	금화	금화	금
200	위도우스위프 열매	시약	"연금술적 성질을 지닌 재료인 과부쥐 열매는 붉은 물약을 만드는 데 사용할 수 있습니다. (사용하려면 열매를 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
201	늑대의 눈	시약	"연금술적 성질을 지닌 재료인 늑대 눈은 붉은 물약을 만드는 데 사용할 수 있습니다. (사용하려면 늑대 눈을 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
202	고그의 피 약병	시약	"연금술적 성질을 지닌 고그의 피는 붉은 물약을 만드는 데 사용할 수 있습니다. (사용하려면 고그의 피를 집어 들고 빈 물약 병을 오른쪽 클릭하십시오.)"
203	루비	시약	"연금술적 성질을 지닌 루비는 붉은 물약을 만드는 데 사용할 수 있습니다. (사용하려면 루비를 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
204	불사조 깃털	시약	"연금술적 성질을 지닌 불사조 깃털은 붉은 물약을 만드는 데 사용할 수 있습니다. (사용하려면 깃털을 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
205	피마 뿌리	시약	"연금술적 성질을 지닌 재료인 피마 뿌리는 파란색 물약을 만드는 데 사용할 수 있습니다. (사용하려면 피마 뿌리를 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
206	운석 조각	시약	"연금술적 성질을 지닌 운석 조각은 파란색 물약을 만드는 데 사용할 수 있습니다. (사용하려면 운석 조각을 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
207	윌 오 위스프의 심장	시약	"연금술적 성질을 지닌 재료인 도깨비불 하트는 파란색 물약을 만드는 데 사용할 수 있습니다. (사용하려면 도깨비불 하트를 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
208	다투라	시약	"연금술적 성질을 지닌 재료인 다투라는 파란색 물약을 만드는 데 사용할 수 있습니다. (사용하려면 다투라를 주워 빈 물약 병 위에 마우스 오른쪽 버튼을 클릭하세요.)"
